merchant_information,mid
industry:services_other,931924
sub_industry:vision_care,931924
industry:services_other,933123
sub_industry:vision_care,933123
industry:services_other,934225
sub_industry:vision_care,934225
industry:services_other,935443
sub_industry:vision_care,935443
industry:services_other,936197
sub_industry:vision_care,936197
industry:services_other,936719
sub_industry:vision_care,936719
industry:services_other,930938
sub_industry:vision_care,930938
industry:services_other,931731
sub_industry:vision_care,931731
industry:services_other,931963
sub_industry:vision_care,931963
industry:services_other,933200
sub_industry:vision_care,933200
industry:services_other,933490
sub_industry:vision_care,933490
industry:services_other,934476
sub_industry:vision_care,934476
industry:services_other,931074
sub_industry:vision_care,931074
industry:services_other,932002
sub_industry:vision_care,932002
industry:services_other,932988
sub_industry:vision_care,932988
industry:services_other,933935
sub_industry:vision_care,933935
industry:services_other,931054
sub_industry:vision_care,931054
industry:services_other,931209
sub_industry:vision_care,931209
industry:services_other,932040
sub_industry:vision_care,932040
industry:services_other,935037
sub_industry:vision_care,935037
industry:services_other,931170
sub_industry:vision_care,931170
industry:services_other,932060
sub_industry:vision_care,932060
industry:services_other,931886
sub_industry:vision_care,931886
industry:services_other,933065
sub_industry:vision_care,933065
industry:services_other,935385
sub_industry:vision_care,935385
industry:services_other,931248
sub_industry:vision_care,931248
industry:services_other,932098
sub_industry:vision_care,932098
industry:services_other,931286
sub_industry:vision_care,931286
industry:services_other,931944
sub_industry:vision_care,931944
industry:services_other,932118
sub_industry:vision_care,932118
industry:services_other,931982
sub_industry:vision_care,931982
industry:services_other,932949
sub_industry:vision_care,932949
industry:services_other,933162
sub_industry:vision_care,933162
industry:services_other,933877
sub_industry:vision_care,933877
industry:services_other,934998
sub_industry:vision_care,934998
industry:services_other,935926
sub_industry:vision_care,935926
industry:services_other,931093
sub_industry:vision_care,931093
industry:services_other,932195
sub_industry:vision_care,932195
industry:services_other,933548
sub_industry:vision_care,933548
industry:services_other,934689
sub_industry:vision_care,934689
industry:services_other,931151
sub_industry:vision_care,931151
industry:services_other,932214
sub_industry:vision_care,932214
industry:services_other,933355
sub_industry:vision_care,933355
industry:services_other,934322
sub_industry:vision_care,934322
industry:services_other,935404
sub_industry:vision_care,935404
industry:services_other,936023
sub_industry:vision_care,936023
industry:services_other,931190
sub_industry:vision_care,931190
industry:services_other,932176
sub_industry:vision_care,932176
industry:services_other,933645
sub_industry:vision_care,933645
industry:services_other,934824
sub_industry:vision_care,934824
industry:services_other,931441
sub_industry:vision_care,931441
industry:services_other,932234
sub_industry:vision_care,932234
industry:services_other,931364
sub_industry:vision_care,931364
industry:services_other,932272
sub_industry:vision_care,932272
industry:services_other,931344
sub_industry:vision_care,931344
industry:services_other,932292
sub_industry:vision_care,932292
industry:services_other,935772
sub_industry:vision_care,935772
industry:services_other,931112
sub_industry:vision_care,931112
industry:services_other,932311
sub_industry:vision_care,932311
industry:services_other,933626
sub_industry:vision_care,933626
industry:services_other,934786
sub_industry:vision_care,934786
industry:services_other,935752
sub_industry:vision_care,935752
industry:services_other,936274
sub_industry:vision_care,936274
industry:services_other,931422
sub_industry:vision_care,931422
industry:services_other,931383
sub_industry:vision_care,931383
industry:services_other,932079
sub_industry:vision_care,932079
industry:services_other,933510
sub_industry:vision_care,933510
industry:services_other,934380
sub_industry:vision_care,934380
industry:services_other,931306
sub_industry:vision_care,931306
industry:services_other,932137
sub_industry:vision_care,932137
industry:services_other,933394
sub_industry:vision_care,933394
industry:services_other,934882
sub_industry:vision_care,934882
industry:services_other,935346
sub_industry:vision_care,935346
industry:services_other,931228
sub_industry:vision_care,931228
industry:services_other,932427
sub_industry:vision_care,932427
industry:services_other,933452
sub_industry:vision_care,933452
industry:services_other,933722
sub_industry:vision_care,933722
industry:services_other,934457
sub_industry:vision_care,934457
industry:services_other,934979
sub_industry:vision_care,934979
industry:services_other,935578
sub_industry:vision_care,935578
industry:services_other,936100
sub_industry:vision_care,936100
industry:services_other,932253
sub_industry:vision_care,932253
industry:services_other,931499
sub_industry:vision_care,931499
industry:services_other,932485
sub_industry:vision_care,932485
industry:services_other,932350
sub_industry:vision_care,932350
industry:services_other,932330
sub_industry:vision_care,932330
industry:services_other,932369
sub_industry:vision_care,932369
industry:services_other,933084
sub_industry:vision_care,933084
industry:services_other,933374
sub_industry:vision_care,933374
industry:services_other,933587
sub_industry:vision_care,933587
industry:services_other,933761
sub_industry:vision_care,933761
industry:services_other,934167
sub_industry:vision_care,934167
industry:services_other,934863
sub_industry:vision_care,934863
industry:services_other,935018
sub_industry:vision_care,935018
industry:services_other,935288
sub_industry:vision_care,935288
industry:services_other,935888
sub_industry:vision_care,935888
industry:services_other,936158
sub_industry:vision_care,936158
industry:services_other,936564
sub_industry:vision_care,936564
industry:services_other,932408
sub_industry:vision_care,932408
industry:services_other,932388
sub_industry:vision_care,932388
industry:services_other,933258
sub_industry:vision_care,933258
industry:services_other,933568
sub_industry:vision_care,933568
industry:services_other,934360
sub_industry:vision_care,934360
industry:services_other,935327
sub_industry:vision_care,935327
industry:services_other,931538
sub_industry:vision_care,931538
industry:services_other,932466
sub_industry:vision_care,932466
industry:services_other,932446
sub_industry:vision_care,932446
industry:services_other,932524
sub_industry:vision_care,932524
industry:services_other,933664
sub_industry:vision_care,933664
industry:services_other,933896
sub_industry:vision_care,933896
industry:services_other,934940
sub_industry:vision_care,934940
industry:services_other,935114
sub_industry:vision_care,935114
industry:services_other,935907
sub_industry:vision_care,935907
industry:services_other,931518
sub_industry:vision_care,931518
industry:services_other,932543
sub_industry:vision_care,932543
industry:services_other,933336
sub_industry:vision_care,933336
industry:services_other,934418
sub_industry:vision_care,934418
industry:services_other,935462
sub_industry:vision_care,935462
industry:services_other,936216
sub_industry:vision_care,936216
industry:services_other,931557
sub_industry:vision_care,931557
industry:services_other,932582
sub_industry:vision_care,932582
industry:services_other,932562
sub_industry:vision_care,932562
industry:services_other,932601
sub_industry:vision_care,932601
industry:services_other,933858
sub_industry:vision_care,933858
industry:services_other,933800
sub_industry:vision_care,933800
industry:services_other,933780
sub_industry:vision_care,933780
industry:services_other,934612
sub_industry:vision_care,934612
industry:services_other,934921
sub_industry:vision_care,934921
industry:services_other,935965
sub_industry:vision_care,935965
industry:services_other,936371
sub_industry:vision_care,936371
industry:services_other,936680
sub_industry:vision_care,936680
industry:services_other,931596
sub_industry:vision_care,931596
industry:services_other,932620
sub_industry:vision_care,932620
industry:services_other,933432
sub_industry:vision_care,933432
industry:services_other,934399
sub_industry:vision_care,934399
industry:services_other,935540
sub_industry:vision_care,935540
industry:services_other,936410
sub_industry:vision_care,936410
industry:services_other,931615
sub_industry:vision_care,931615
industry:services_other,932640
sub_industry:vision_care,932640
industry:services_other,932659
sub_industry:vision_care,932659
industry:services_other,933606
sub_industry:vision_care,933606
industry:services_other,933529
sub_industry:vision_care,933529
industry:services_other,934631
sub_industry:vision_care,934631
industry:services_other,934747
sub_industry:vision_care,934747
industry:services_other,935675
sub_industry:vision_care,935675
industry:services_other,935868
sub_industry:vision_care,935868
industry:services_other,932930
sub_industry:vision_care,932930
industry:services_other,932891
sub_industry:vision_care,932891
industry:services_other,932717
sub_industry:vision_care,932717
industry:services_other,932678
sub_industry:vision_care,932678
industry:services_other,932736
industry:services_other,932968
sub_industry:vision_care,932736
sub_industry:vision_care,932968
industry:services_other,932794
sub_industry:vision_care,932794
industry:services_other,932910
sub_industry:vision_care,932910
industry:services_other,932852
sub_industry:vision_care,932852
industry:services_other,932756
